fee_rate,strategy_name,segment_name,segment_trend_persistence_gate_mean,segment_trend_persistence_gate_median,segment_pct_gate_eq_0,segment_pct_gate_gt_0,segment_pct_gate_gt_0_5,segment_base_exposure_C_mean,segment_base_exposure_E_mean,segment_exposure_reduction_from_gate_mean
0.0,v4.2_candidate_E,ETH_extra_early_2y,0.26430159329244296,0.0,0.6438356164383562,0.3561643835616438,0.2821917808219178,0.17986322364883964,0.1347787210509038,0.0450845025979358
0.0,v4.2_candidate_E,ETH_3y_recent,0.27257113743854566,0.0,0.6566210045662101,0.34337899543378997,0.28036529680365296,0.19936731330664165,0.1564662649246323,0.042901048382009366
0.0,v4.2_candidate_E,ETH_5y_full,0.2692633197801046,0.0,0.6515068493150685,0.34849315068493153,0.2810958904109589,0.19156567744352085,0.1477912473751409,0.04377443006837994
0.001,v4.2_candidate_E,ETH_extra_early_2y,0.26430159329244296,0.0,0.6438356164383562,0.3561643835616438,0.2821917808219178,0.17986322364883964,0.1347787210509038,0.0450845025979358
0.001,v4.2_candidate_E,ETH_3y_recent,0.27257113743854566,0.0,0.6566210045662101,0.34337899543378997,0.28036529680365296,0.19936731330664165,0.1564662649246323,0.042901048382009366
0.001,v4.2_candidate_E,ETH_5y_full,0.2692633197801046,0.0,0.6515068493150685,0.34849315068493153,0.2810958904109589,0.19156567744352085,0.1477912473751409,0.04377443006837994
0.002,v4.2_candidate_E,ETH_extra_early_2y,0.26430159329244296,0.0,0.6438356164383562,0.3561643835616438,0.2821917808219178,0.17986322364883964,0.1347787210509038,0.0450845025979358
0.002,v4.2_candidate_E,ETH_3y_recent,0.27257113743854566,0.0,0.6566210045662101,0.34337899543378997,0.28036529680365296,0.19936731330664165,0.1564662649246323,0.042901048382009366
0.002,v4.2_candidate_E,ETH_5y_full,0.2692633197801046,0.0,0.6515068493150685,0.34849315068493153,0.2810958904109589,0.19156567744352085,0.1477912473751409,0.04377443006837994
